predicates,submission_number
K143477,K220697
K193580,K220830
K180459,K220830
K172816,K220953
K123607,K220953
K220053,K220953
K172836,K220953
K950639,K220969
K072589,K220978
K142082,K220978
K013227,K220978
K122300,K220978
K150571,K220978
K220078,K220978
K133460,K220359
K171904,K220359
K171908,K220359
K190518,K220369
K143439,K220369
K180929,K220483
K100445,K220483
K173104,K220483
K141972,K220483
K220883,K220483
K140941,K220540
K220580,K220540
K140841,K220540
K181427,K220607
K102640,K220680
K102654,K220680
K142141,K220681
K151979,K220681
K111609,K220681
K121605,K220681
K112609,K220681
K172280,K191131
K171228,K191131
K183410,K220736
K203590,K220816
K130924,K220816
K062828,K220835
K202792,K220835
K132217,K220839
K201132,K220839
K182361,K220839
K210994,K220839
K210904,K220839
K181580,K202144
K183569,K202144
K183537,K202144
K091029,K220887
K210689,K220887
K201085,K220887
K082063,K220887
K052055,K202461
K173637,K220910
K220010,K220910
K013724,K202508
K940601,K202508
K072760,K202508
K102194,K202508
K180834,K220941
K201779,K220941
K220041,K220941
K191657,K202739
K181657,K202739
K160339,K221027
K210581,K221104
K202484,K221104
K162627,K221179
K143513,K210179
K160968,K221214
K212907,K221214
K170269,K221214
K213558,K221214
K213588,K221214
K160068,K221214
K170275,K210475
K112665,K210475
K210875,K210475
K181456,K221227
K181436,K221227
K021792,K210949
K081635,K210949
K123961,K210949
K210049,K210949
K210399,K210949
K214022,K221383
K192666,K221383
K905676,K211605
K951812,K211605
K830543,K221628
K954582,K221628
K004011,K221628
K004012,K221628
K202471,K221628
K192979,K211614
K202641,K211675
K182102,K221638
K103264,K221638
K120357,K221638
K201920,K221638
K211489,K221668
K211444,K221671
K192432,K211922
K212591,K221717
K190018,K221718
K180937,K221737
K130977,K221737
K170675,K221737
K210539,K221776
K180179,K221776
K211323,K221776
K172791,K212099
K190820,K212099
K160968,K212099
K171648,K221789
K130217,K212197
K042377,K221809
K031573,K221809
K190616,K212243
K212043,K212243
K211422,K221819
K192290,K221819
K192250,K221819
K192200,K221819
K191460,K212359
K172005,K212359
K212859,K212359
K212389,K212359
K212166,K221821
K110989,K221821
K191723,K221821
K171807,K221821
K172447,K221829
K192666,K221839
K884490,K212615
K192421,K212615
K884480,K212615
K211662,K221854
K193263,K221854
K201428,K212751
K113623,K221879
K131971,K221879
K133603,K221879
K190942,K221887
K192551,K213013
K180712,K221908
K100235,K213339
K083610,K213339
K183433,K221952
K183456,K221952
K185433,K221952
K210666,K213353
K215353,K213353
K212876,K221953
K213234,K221953
K215234,K221953
K213284,K221953
K211827,K221976
K221097,K221976
K190620,K222059
K121458,K222059
K161671,K222059
K409092,K213477
K110430,K222072
K060456,K213598
K102946,K213598
K191391,K222082
K202034,K222082
K210542,K222082
K201132,K213614
K202589,K213614
K112185,K222083
K272083,K222083
K061855,K213645
K219645,K213645
K183492,K222121
K211444,K213674
K213506,K222131
K211795,K222145
K200178,K222145
K173863,K222145
K161246,K222145
K163539,K222145
K131616,K222145
K190791,K222145
K150761,K222145
K211791,K222145
DEN200055,K213686
DEN200085,K213686
K212081,K222152
K212293,K222204
K222004,K222204
K183271,K213713
K203699,K213713
K203659,K213713
K822209,K222224
K101145,K222224
K822208,K222224
K112112,K213727
K191068,K222265
K171992,K222265
K112112,K213735
K201586,K213759
K183134,K222293
K081613,K222293
K190067,K213791
K201605,K213791
K122872,K213791
K172424,K213791
K180347,K213791
K201608,K213791
K170011,K213876
K182345,K213876
DEN200010,K213876
K962812,K222357
K222887,K222357
K110278,K213897
K111616,K213897
K161500,K213897
K052700,K213897
K162044,K222414
K200633,K213929
K143131,K213934
K100816,K222542
K213135,K222542
K171743,K213993
K173038,K222555
K203840,K214048
K182097,K214048
K203764,K214048
K193034,K214048
K152541,K214048
K190010,K214048
K161152,K214048
K183464,K214048
K090752,K214048
K133177,K214048
K101225,K222561
K201614,K222561
K201671,K222561
K130958,K222561
K170392,K222561
K201673,K222561
K130358,K222561
K200733,K222568
K213593,K222568
K160514,K222568
K190860,K214056
K180850,K214056
K172790,K214060
K172780,K214060
K212502,K222629
K201801,K222629
K212802,K222629
K181859,K214125
K201466,K214125
K201056,K214125
K142216,K214125
K092197,K214125
K053087,K214125
K063505,K214125
K201468,K214125
K172734,K220089
K201390,K222642
K211305,K220095
K183559,K220095
K214017,K222693
K163578,K220129
K210536,K222804
K201668,K222877
K202846,K222877
K173972,K222952
K022536,K222952
K001107,K222952
K962081,K222952
K182367,K222952
K131908,K222952
K120823,K222952
K000451,K222952
K070049,K222952
K121599,K222952
K162716,K222952
K093902,K222952
K121341,K222952
K201207,K222952
K982926,K222952
K080964,K222952
K941460,K222952
K994267,K222952
K173872,K222952
K222982,K222952
K982026,K222952
K181387,K200073
K042777,K210567
K002906,K210567
K210867,K210567
K141480,K211611
K163076,K211611
K152033,K211902
K193552,K211902
K202464,K212143
K200015,K212143
K212149,K212143
K042572,K212316
K143554,K212561
K201189,K213034
K160584,K213034
K051735,K213126
K201918,K213126
K152686,K213126
K933027,K213126
K140814,K213126
K170887,K213126
K210837,K213126
K954712,K213126
K033669,K213126
K173293,K213126
K132296,K213126
K190253,K213126
K072818,K213126
K062216,K213126
K201527,K213126
K161665,K213126
K170457,K213126
K162078,K213126
K203405,K213126
K952697,K213126
K193029,K213126
K061352,K213126
K993289,K213126
K172785,K213126
K071563,K213126
K181533,K213126
K100325,K213126
K110670,K213126
K120667,K213126
K083032,K213126
K082516,K213126
K132886,K213126
K143050,K213126
K060736,K213126
K111994,K213126
K090675,K213126
K092015,K213126
K993106,K213126
K152976,K213126
K080434,K213126
K133662,K213126
K123055,K213126
K111569,K213417
K201500,K213417
K172816,K213417
K173182,K213417
K190488,K213417
K080411,K213417
K111560,K213417
K173066,K213697
K192725,K213716
K193552,K213716
K193882,K213716
K193582,K213716
DEN160056,K213883
K073711,K213904
K192612,K213904
K190528,K213904
K153364,K213904
K170637,K214015
K191940,K214015
K200905,K220080
K141715,K220081
K202835,K220116
K170059,K220116
K221077,K220116
K182526,K220245
K220048,K220245
K925682,K220336
K172501,K220336
K161184,K220336
K192071,K220336
K912641,K220336
K191936,K220336
K181415,K220342
K201353,K220366
K201928,K220758
K112193,K220758
K142778,K220758
K171789,K220758
K162068,K220758
K093599,K220758
K180157,K220795
K173905,K220831
K173908,K220831
K180395,K220890
K142647,K220929
K130453,K220929
K113045,K220929
K130433,K220929
K062850,K221003
K172361,K221003
K202507,K221003
K192330,K221003
K221005,K221003
K153670,K221062
K113618,K221062
K113332,K221062
K122054,K221243
K201693,K221300
K183377,K221300
K210699,K221300
K103583,K221300
K202785,K221300
K212900,K221300
K162829,K221360
K151235,K221360
K181820,K221360
K132502,K221360
DEN210005,K221375
K210369,K221378
K221036,K221378
K190167,K221397
K201693,K221496
K183377,K221496
K210699,K221496
K103583,K221496
K202785,K221496
K212900,K221496
K212000,K221496
K151912,K221548
K981543,K221631
K082720,K221631
K202706,K221637
K170981,K221738
K173075,K221810
K172075,K221810
K131887,K221906
K221908,K221906
K172006,K221918
K221018,K221918
K201688,K222005
K212404,K222005
K212408,K222005
K210437,K222085
K210457,K222085
K101145,K222090
K192666,K222090
K203294,K222244
K151732,K222244
K123241,K222244
K203298,K222244
K210147,K222266
K221001,K222316
K181108,K222318
K202318,K222318
K190541,K222328
K222828,K222328
K210237,K222329
K222829,K222329
K191025,K222339
K192632,K222339
K170332,K222339
K222839,K222339
K102632,K222339
K220175,K222353
K222383,K222353
K214011,K222383
K221180,K222383
K222883,K222383
K180861,K222442
K163669,K222482
K191433,K222482
K193095,K222602
K133538,K222602
K222600,K222602
K203247,K222605
K213667,K222605
K182983,K222605
K172268,K222605
K190230,K222605
K211607,K222615
K090036,K222615
K131078,K222615
K202477,K222627
K162329,K222648
K200304,K222648
K191804,K222655
K212269,K222661
K203849,K222661
K221620,K222687
K143261,K222717
K163335,K222722
K222543,K222849
K190917,K222849
K222883,K222849
K171422,K222937
K142518,K151686
K192247,K201237
K070432,K201876
K780033,K201876
K121436,K201876
K042345,K202163
K142001,K202163
K053087,K202953
K173067,K202953
K133280,K202953
K131224,K211178
K192117,K211892
K043217,K212168
K173191,K212168
K183611,K212222
K112893,K212262
K161808,K212262
K180739,K212262
K183255,K212779
K189256,K212779
K120070,K213014
K161273,K213287
K213087,K213287
DEN190032,K213464
K090209,K213464
K160276,K213464
K060162,K213464
K150877,K213464
K110924,K213610
K160103,K213610
K123172,K213610
K864943,K213666
K960479,K213666
K934765,K213842
K070756,K213842
K132158,K213842
K122773,K213842
K950827,K213842
K834765,K213842
K161313,K213855
K203002,K213864
K011815,K213864
K120689,K213864
K051567,K213864
K120070,K213864
K142906,K213864
K111540,K213864
K082624,K213864
K092247,K213864
K073186,K213864
K219868,K213864
K101342,K213969
K073468,K213969
K182743,K213969
K162223,K213983
K061948,K213983
K132854,K213983
K211422,K220092
K202750,K220104
K202760,K220104
K120984,K220111
K122223,K220111
K212153,K220111
K120988,K220111
K203737,K220140
K210320,K220140
K143630,K220140
K210820,K220140
K170787,K220156
K182700,K220177
K191422,K220177
K173620,K220177
K171967,K220177
K162873,K220177
K141160,K220220
K202297,K220256
K190379,K220256
K103576,K220256
K201588,K220256
K160942,K220256
K190378,K220256
K970855,K220267
K132041,K220579
K220879,K220579
K202991,K220531
K073322,K220531
K220831,K220531
K193138,K220546
K103752,K220546
K220846,K220546
K193136,K220546
K082666,K220563
K161481,K220563
K162074,K220563
K210423,K220563
K192027,K220563
K192074,K220563
K220863,K220563
K210823,K220563
K210425,K220563
K203508,K220709
K203506,K220709
K190316,K220852
K161453,K220997
K183215,K220997
K183110,K220997
K180865,K220997
K220097,K220997
K211899,K221038
K151818,K221047
K180818,K221047
K161210,K221047
K221087,K221047
K180417,K221066
K211329,K221068
K193526,K221073
K193926,K221073
K180417,K221079
K180417,K221080
K022484,K221085
K202581,K221128
K130217,K221128
K112990,K221128
K110123,K221128
K201522,K221128
K112980,K221128
K151845,K221154
K936084,K221154
K155184,K221154
K993608,K221154
K190362,K221241
K180999,K221277
K163450,K221277
K203150,K221277
K203350,K221310
K071189,K221414
K201019,K221449
DEN180005,K221449
DEN180008,K221449
K212711,K221492
K190966,K221498
K201975,K221498
K290965,K221498
K020608,K221517
K153766,K221517
K022445,K221557
K954451,K221557
K051645,K221557
K102379,K221557
K111425,K221557
K093106,K221557
K103264,K221557
K221587,K221557
K201557,K221557
K151244,K221575
K221895,K221575
K214022,K221613
K140375,K221644
K132071,K221644
K954645,K221646
K201362,K221646
K201407,K221646
K140750,K221646
K022191,K221646
K030875,K221646
K191066,K221646
K150200,K221646
K163295,K221653
K936084,K221653
K924165,K221759
K924168,K221759
K200442,K221764
K101145,K221778
K153243,K221818
K200768,K221818
K182661,K221889
K170692,K221889
K970247,K221892
K170071,K221892
K221802,K221892
K182964,K221928
K211846,K221932
K192686,K221932
K141477,K221932
K161574,K221932
K131576,K221932
K214846,K221932
K200923,K221957
K191257,K221987
K152196,K221987
K012580,K221987
K220782,K222028
K203201,K222028
K180480,K222028
K211805,K222028
K183705,K222028
K210497,K222028
K182746,K222028
K214010,K222028
K220028,K222028
K211444,K222075
K183040,K222080
K200218,K222080
DEN090012,K222205
K083767,K222205
K150456,K222267
K213837,K222267
K203294,K222267
K131474,K222267
K131074,K222267
K231478,K222267
K131478,K222267
K131473,K222267
K131874,K222267
DEN220006,K222354
K193367,K222369
K161715,K222369
K220370,K222376
K222876,K222376
K220737,K222380
K181530,K222380
K113550,K222380
K160159,K222380
K160139,K222380
K220287,K222418
K212496,K222418
K152086,K222418
K200125,K222418
K081960,K222418
K091660,K222424
K151149,K222424
K150492,K222424
K213617,K222426
K220792,K222427
K212800,K222427
K161742,K222427
K220992,K222427
K180446,K222431
K160700,K222431
K070095,K222431
K180729,K222515
K180723,K222515
K203590,K222686
K201569,K222698
K222696,K222698
K222098,K222698
K161705,K222700
K213040,K222714
K220159,K222737
K211169,K222737
K201293,K222737
K210635,K222743
K190431,K222743
K190451,K222743
K180861,K223008
K041553,K181182
K040004,K181182
K021434,K181182
K173859,K181182
K143513,K203638
K180033,K210478
K170644,K210478
K123329,K210478
K081137,K210478
K050369,K210478
K172750,K211321
K202035,K211321
K192596,K211427
K192846,K211427
K180941,K211427
K192847,K211427
K171295,K211427
K061410,K211872
K032158,K211872
K133049,K211872
K854749,K211872
K129049,K211872
K161689,K212702
K192436,K212702
K120847,K212702
K182091,K212702
K121995,K212702
K152509,K212702
K182001,K212702
K121998,K212702
K210451,K213120
K181447,K213183
K180813,K213748
K203329,K213857
K122429,K213857
K100335,K213857
K190925,K213857
K182035,K213857
K161772,K213857
K213887,K213857
K172953,K214054
K113197,K214054
K160782,K214054
K020394,K214054
K880393,K214054
K190306,K214116
K190505,K214116
K172750,K220169
K170085,K220169
K171926,K220169
K151339,K220169
K150987,K220227
K170629,K220318
K113795,K220318
K991437,K220318
K132353,K220318
K212024,K220318
K220674,K220318
K192694,K220318
K171286,K220318
K220818,K220318
K053097,K220805
K191685,K220853
K181617,K220857
K213523,K220857
K181277,K220857
K211299,K220857
K211300,K220857
K131605,K220911
K220011,K220911
K162455,K220914
K131231,K220914
K201315,K220914
K220014,K220914
K201318,K220914
K120625,K220923
K220023,K220923
K121895,K220924
K220024,K220924
K210674,K220994
K130987,K220994
K220094,K220994
K161439,K221093
K181617,K221093
K181277,K221093
K211299,K221093
K211300,K221093
K211900,K221093
K172009,K221172
K190959,K221172
K160547,K221172
K212075,K221172
K190859,K221172
K201069,K221263
K200747,K221263
K193441,K221263
K151768,K221263
K193562,K221305
K213976,K221305
K183426,K221447
K173347,K221447
K201477,K221501
K123584,K221501
K191040,K221501
K213616,K221504
K100235,K221510
K181784,K221576
K193656,K221712
K202985,K221712
K202991,K221712
K192350,K221770
K130193,K221770
K192867,K221830
K172022,K221840
K143111,K221840
K182265,K221840
K190902,K221857
K221887,K221857
K190959,K221858
K202488,K221858
K172009,K221858
K100950,K221858
K160884,K221886
K173560,K221886
K211044,K221886
K203723,K221951
K202723,K221951
K170758,K221989
K172193,K222064
K200672,K222068
K220108,K222079
K212055,K222079
K173866,K222079
K200310,K222079
K123441,K222079
K192292,K222079
K191259,K222079
K063367,K222079
K142310,K222079
K202592,K222079
K071859,K222079
K081995,K222079
K211202,K222079
K170784,K222079
K182160,K222079
K191046,K222079
K210088,K222079
K201361,K222079
K212511,K222079
K132785,K222079
K214046,K222079
K220895,K222079
K151243,K222079
K213094,K222081
K180460,K222081
K173729,K222081
K183417,K222081
K192012,K222081
K213004,K222081
K161906,K222087
K160254,K222113
K780532,K222113
K190083,K222157
K170409,K222157
K202157,K222157
K170408,K222157
K181085,K222284
K200598,K222284
K182244,K222284
K202843,K222335
K212398,K222335
K222835,K222335
K182958,K222407
K173377,K222407
K181568,K222432
K160968,K222432
K232832,K222432
K173201,K222448
K200245,K222473
K213041,K222537
K221002,K222537
K222837,K222537
K052632,K222662
K101359,K222744
K180951,K222763
K100006,K222763
K153307,K222763
K180952,K222763
K220655,K222797
K152539,K222797
K203802,K222797
K123231,K222797
K201145,K222797
K160856,K222797
K203602,K222797
K102080,K221462
K180945,K221574
K192545,K221574
K022585,K221632
K160968,K221643
K221613,K221643
K062310,K221728
K182473,K221728
K150449,K221728
K063430,K221728
K083020,K221728
K132968,K221728
K142237,K221728
K191177,K221740
K203201,K221751
K152943,K221751
K211613,K221795
K190306,K210414
K193327,K210414
K212853,K221936
K191391,K221936
K171784,K211409
K092035,K211409
K972417,K211409
K201334,K211409
K211449,K211785
K021932,K211785
K162121,K211785
K211448,K211785
K221847,K221947
K077220,K221947
K944565,K212391
K182758,K212391
K971297,K212391
K121624,K212391
K141452,K212391
K141911,K212391
K161821,K212391
K140467,K221958
K071869,K221958
K112348,K221958
K012463,K221958
K112848,K221958
K221988,K221958
K211809,K221977
K173123,K221979
K193495,K221986
K193420,K221986
K143393,K212746
K160700,K212746
K202194,K212746
K100391,K212746
K160508,K221992
K102084,K213049
K190795,K213049
K203030,K222058
K032942,K222058
K211952,K213106
K203252,K213106
K053355,K213106
K070533,K213106
K070833,K213106
K211982,K213106
K200027,K222141
K181533,K213123
K993106,K213123
K132886,K213123
K901734,K222167
K172418,K213128
K220506,K222199
K010377,K213429
K202648,K222201
K181397,K222203
K152475,K222203
K171633,K222203
K222003,K222203
K193420,K213466
K151896,K213466
K220784,K222209
K201341,K222209
K170948,K222209
K180935,K213742
K201860,K222215
K173908,K222215
K153521,K222215
K170588,K222215
K130222,K222215
K112160,K222215
K022562,K222215
K142987,K222215
K151455,K222215
K113756,K222215
K123397,K222215
K011394,K222215
K173008,K222215
K153821,K222215
K211079,K213804
K122861,K213978
K123359,K213978
K191579,K213978
K200776,K220099
K151319,K220099
K220009,K220099
K203278,K222270
K191391,K222270
K192115,K222270
K191243,K222270
K191100,K222270
K222070,K222270
K142790,K220273
K220073,K220273
K203714,K222276
K201605,K222276
K170306,K222276
K222076,K222276
K192333,K222349
K222849,K222349
K220827,K220527
K193267,K222361
K222861,K222361
DEN200043,K220870
K202382,K220870
K211367,K222404
K170575,K220992
K170525,K220992
K220092,K220992
K220002,K220992
K220206,K222495
K090421,K221014
K180863,K222547
K090379,K222547
K212448,K221022
K123459,K222566
K121771,K222566
K150090,K222566
K172524,K222566
K220566,K222566
K192615,K221029
K983602,K221029
K142447,K221029
K213820,K222572
K121862,K222572
K173099,K222572
K200846,K222572
K222872,K222572
K142461,K221032
K192615,K221032
K983602,K221032
K980774,K222632
K171768,K222632
K800207,K222632
K153345,K222632
K214022,K221072
K200734,K222643
K200724,K222643
K214022,K221175
K120759,K221175
K193439,K222657
K192551,K221308
K143289,K222721
K212064,K222791
K203786,K221321
K142105,K221321
K141963,K221321
K173830,K221321
K162656,K222793
K192239,K222793
K182166,K221372
K221972,K221372
K213710,K222827
K212710,K222827
K190269,K221443
K011935,K221443
K021443,K221443
K193296,K222842
K221876,K222855
K222885,K222855
K180606,K222856
K202995,K222886
K221714,K222886
K161228,K222890
K151609,K222890
DEN170073,K223042
K143719,K220869
K162753,K220869
K203357,K220869
K133360,K220869
K041553,K220880
K112899,K220880
K193575,K220880
K140019,K220880
K032245,K220880
K021434,K220880
K122374,K220880
K212899,K220880
K112699,K220880
K181213,K220949
K220049,K220949
K170768,K183016
K212609,K221064
DEN180026,K221064
K212608,K221064
K203236,K221082
K192333,K221169
K063517,K221218
K190343,K221218
K210253,K221374
K160503,K221406
K211115,K221420
K212745,K221420
DEN160026,K221420
DEN140044,K221420
K171868,K221420
K192858,K221420
K152464,K221420
DEN160028,K221420
K192856,K221420
K951138,K221435
K213005,K221489
K200291,K221489
K201379,K221489
K043431,K221489
K183162,K221489
K201970,K221489
K101145,K221521
K192666,K221521
K124034,K221545
K170455,K221545
K102738,K221545
K160605,K221545
K172987,K211060
K193144,K221556
K052155,K221556
K133356,K221556
K193159,K221563
K170363,K221563
K171459,K221563
K199159,K221563
K221005,K221771
K202507,K221771
K062850,K221771
K221711,K221771
K221006,K221771
K221368,K221783
K193492,K221885
DEN180028,K221885
DEN140044,K221885
DEN160026,K221885
K141410,K221885
K211499,K221885
K182784,K221885
DEN170046,K221885
K192492,K221885
K143013,K222031
K122907,K212473
K171621,K212473
K212666,K222032
K180940,K212493
K202029,K212649
K212619,K212649
K190299,K222044
K201860,K222044
K191890,K222044
K171799,K222044
K151455,K222044
K192457,K222044
K173789,K222047
K160361,K212717
K203415,K212717
K212383,K222070
K160376,K222070
K211115,K212745
K152464,K212745
K895189,K222127
K203645,K222191
K173090,K222191
K171233,K222191
K202455,K222191
K171239,K222191
K178080,K222191
K202458,K222191
K200027,K213690
K151991,K213690
K203725,K222231
K211921,K222231
K050406,K222231
K170392,K222231
K200992,K222231
K222081,K222231
K211931,K222231
K170302,K222231
K173908,K222269
K191986,K222269
K212577,K222269
K201334,K222269
K212628,K222269
K210117,K222269
K072768,K222269
K220200,K222269
K203464,K222269
K101545,K222269
K170588,K222269
K051614,K222269
K112795,K222269
K130436,K222269
K212877,K222269
K173008,K222269
K212608,K222269
K175908,K222269
K180369,K222281
K170827,K222281
K171143,K222281
K213836,K222281
K083842,K213917
K101533,K213917
DEN180017,K213917
K962011,K222282
K071184,K222282
K041860,K222282
K021932,K222282
K033995,K222282
K082807,K222282
K112583,K222282
K001945,K222282
K111540,K222282
K061621,K222282
K062564,K222282
K011978,K222282
K120070,K222282
K032269,K222282
K222082,K222282
K124031,K213943
K152583,K213943
K152589,K213943
K203464,K222288
K173908,K222288
K191986,K222288
K170588,K222288
K212577,K222288
K160965,K222288
K012055,K222288
K142082,K222288
K013494,K222288
K082639,K222288
K212628,K222288
K120414,K222288
K110955,K222288
K140347,K222288
K042429,K222288
K163194,K222288
K142260,K222288
K161604,K222288
K140878,K222288
K173961,K222288
K073075,K222288
K022562,K222288
K071638,K222288
K050406,K222288
K101732,K222288
K063341,K222288
K111287,K222288
K050705,K222288
K112160,K222288
K102436,K222288
K011028,K222288
K083496,K222288
K130222,K222288
K073142,K222288
K063286,K222288
K130436,K222288
K212877,K222288
K170888,K222288
K101986,K222288
K191086,K222288
K130836,K222288
K212028,K222288
K191098,K222288
K173008,K222288
K151382,K214109
K072707,K214109
K181399,K220132
K162419,K220132
K143222,K220132
K153631,K220132
K090666,K220190
K834513,K220190
K110805,K220190
K090440,K220190
K151762,K220190
K200661,K222299
K212724,K222299
K964435,K222299
K980987,K222299
K101145,K222303
K222803,K222303
K133995,K220254
K173229,K222305
K222805,K222305
K210293,K220305
K220805,K220305
K210298,K220305
K192329,K222348
K193200,K220332
K192601,K220332
K193176,K220332
K210432,K222365
K202035,K222365
K222865,K222365
K210137,K222366
K133873,K220565
K182847,K220565
K220865,K220565
K220568,K220565
K221368,K222408
K191216,K220630
K163687,K220630
K113324,K222415
K173131,K222415
K100765,K222415
K111362,K222415
K112362,K222415
K200546,K222470
K101342,K222470
K214022,K222472
K102436,K220823
K181703,K220823
K120414,K220823
K201225,K220823
K163194,K220823
K180536,K220823
K173961,K220823
K051614,K220823
K183518,K220823
K162194,K220823
K120614,K220823
K120444,K220823
K181702,K220823
K171422,K222498
K043185,K222505
K180050,K222505
K201688,K222514
K212404,K222514
K053040,K222581
K083610,K222581
K110302,K222581
K150218,K222581
K053040,K222583
K083610,K222583
K110302,K222583
K150218,K222583
K212727,K222601
K181324,K222601
K160068,K222601
K143178,K222601
K202601,K222601
K149178,K222601
K101985,K222631
K191070,K222641
K111825,K222641
K101070,K222641
K211084,K222652
K082542,K222652
K190085,K222653
K191211,K222653
K190439,K222653
K150286,K222678
K151650,K222678
K181362,K222807
K202320,K222966
K221618,K222966
K220335,K222968
K222387,K222968
K220235,K222968
K183453,K223020
K150018,K223020
K152204,K223020
K210265,K223020
K191851,K223020
K152201,K223020
K191280,K223039
K110268,K223039
K183107,K223039
K163705,K223058
K081722,K223060
K192541,K223060
K201528,K223060
K142698,K223060
K210988,K223060
K211423,K223060
K210316,K223060
K220311,K223060
K220510,K223060
K221714,K223060
K140551,K223060
K201043,K223060
K172951,K223060
K182517,K223060
K221345,K223060
K210314,K223060
K140825,K223060
K130883,K223060
K141523,K223064
K223068,K223064
K200816,K223065
K190193,K223065
K181531,K223065
K223085,K223065
K202184,K223070
K202360,K223070
K203346,K223070
K160126,K223070
K190360,K223070
K210843,K223079
K170622,K223098
K223008,K223098
K225009,K223099
K210388,K223235
K213040,K223235
K213753,K223328
K225328,K223328
K142993,K201256
DEN180040,K202755
K171131,K212764
K033995,K213108
K082807,K213108
K082625,K213108
K141680,K213108
K082072,K213108
K162828,K214090
K191846,K220263
K202885,K220421
K220821,K220421
K160023,K220466
K200725,K220833
K203334,K220833
K210239,K220833
K162180,K221045
K221085,K221045
K032086,K221086
K212715,K221162
K202266,K221162
K171140,K221162
K143492,K221184
K175056,K221184
K170651,K221247
K221207,K221247
K110430,K221478
K132342,K221478
K110830,K221478
K200439,K221518
K130416,K221518
K213530,K221610
DEN210005,K221659
K180929,K221675
K162957,K221675
K103497,K221675
K112463,K221675
K122185,K221675
K151316,K221675
K163193,K221675
K152439,K221675
K172251,K221675
K062978,K221675
K132207,K221675
K003237,K221675
K110245,K221675
K111546,K221675
K183312,K221675
K123550,K221675
K080822,K221719
K143158,K221719
K203531,K221719
K111354,K221719
K173606,K221719
K142498,K221719
K121211,K221719
K100516,K221719
K205830,K221719
K201271,K221822
K212838,K221822
K083125,K221822
K142530,K222049
K210711,K222049
K222089,K222049
K101145,K222084
K220364,K222084
K221546,K222084
K192666,K222084
K171444,K222107
K131810,K222107
K190071,K222107
K172495,K222107
K192121,K222107
K220107,K222107
K060211,K222124
K210745,K222168
K210746,K222168
K103522,K222258
K222288,K222258
K180856,K222377
K133896,K222377
K222877,K222377
K133890,K222377
K212630,K222395
K063352,K222395
K992836,K222395
K180865,K222453
K220453,K222453
K203458,K222508
K191272,K222550
K210133,K222550
K214093,K222639
K091911,K222639
K213806,K222697
K190877,K223062
K181530,K223062
K191765,K223062
K190577,K223062
K181830,K223062
K221407,K223110
K182668,K223164
K160608,K223164
K172500,K223270
K180107,K223355
K180941,K223355
K203000,K223355
K225355,K223355
K091181,K173531
K992268,K173665
K292268,K173665
DEN140010,K203035
K123955,K203035
K150869,K203812
K200414,K203812
K172604,K210346
K924608,K211934
K944290,K211934
K191186,K211954
K191286,K211954
K110712,K212164
K011837,K212317
K110001,K212317
K152881,K212317
K201921,K212317
K001025,K212317
K203006,K213294
K083008,K213294
K011587,K220230
K081391,K220334
K142218,K220334
K182151,K220334
K030603,K220346
K953806,K220360
K182758,K220360
K171904,K220360
K022185,K220360
K191928,K220408
K172218,K220408
K213647,K220489
K122231,K220562
K110955,K220562
K150537,K220562
K171622,K220562
K123988,K220562
K182448,K220562
K173374,K220562
K150203,K220562
K123870,K220562
K140091,K220562
K220862,K220562
K192539,K220794
K181868,K220794
K102857,K220794
K073478,K220874
K983183,K220874
K183607,K220957
K201758,K220957
K190649,K220957
K220087,K220957
K152209,K220983
K162329,K220983
K220083,K220983
K220088,K220983
K212869,K221139
K212863,K221139
DEN180001,K221183
K153651,K221225
K121214,K221225
K210911,K221391
K221301,K221391
K150825,K221539
K190839,K221539
K191556,K221552
K221852,K221552
K161625,K221677
K133648,K221677
K203103,K221677
K162287,K221677
K142521,K221677
K200973,K221677
K130542,K221677
K120679,K221677
K141514,K221677
K191544,K221677
K123566,K221677
K162044,K221678
K143033,K221678
K163381,K221833
K190205,K221833
K180881,K221833
K201446,K221833
K014263,K221855
K022185,K221855
K031659,K221855
K183598,K222061
K203000,K222061
K210661,K222067
K080519,K222067
K141690,K222132
K183497,K222132
K193095,K222162
K211169,K222162
K193058,K222162
K122572,K222166
K180660,K222166
K202166,K222166
K202406,K222198
K211527,K222198
K151997,K222225
K211535,K222304
K150533,K222304
K222308,K222304
K211538,K222304
K222804,K222304
K191811,K222317
K172351,K222317
K173812,K222317
K202611,K222317
K182500,K222317
K222817,K222317
K190058,K222475
K192651,K222497
K222407,K222497
K143640,K222504
K143650,K222504
K222851,K222551
K152561,K222551
K182701,K222667
K160884,K222679
K220711,K222732
K210583,K222732
K213420,K222732
K140405,K222734
K101146,K222734
K191559,K222734
K222784,K222734
K152518,K222741
K152615,K222741
K192410,K222754
K203391,K222754
K210699,K222754
K140009,K222800
K210168,K222800
K192712,K222873
K201390,K222898
K222808,K222898
K163669,K222936
K150488,K222936
K162455,K222936
K213682,K223127
K203687,K223127
K143675,K223127
K190205,K223127
K180881,K223127
K163381,K223127
K123542,K223132
K202560,K223171
K220494,K223185
K220894,K223185
K203193,K223198
K180768,K190728
K150768,K190728
K160269,K203528
K110455,K203528
K203828,K203528
K031016,K210623
K043052,K210980
K040212,K210980
K040929,K210980
K981529,K210980
K061019,K210980
K111025,K210980
K050938,K210980
K051557,K210980
K032722,K210980
K210080,K210980
